inexorable,adjective: impossible to stop or prevent,The rise of the computer was an inexorable shift in technology and culture.,,,
infelicitous,adjective: inappropriate,"During the executive meeting, the marketing director continued to make infelicitous comments about the CEO's gambling habit.",,,
inflammatory,"adjective: extremely controversial, incendiary",It only takes one person to leave an inflammatory comment on an Internet thread for that thread to blow up into pages upon pages of reader indignation.,,,
ingenuity,noun: the power of creative imagination,"Daedalus was famous for his ingenuity; he was able to fashion his son Icarus with a pair of wings, using wax to hold them together.",,,
ingenuous,adjective: to be naïve and innocent,"Two-years in Manhattan had changed Jenna from an ingenuous girl from the suburbs to a jaded urbanite, unlikely to fall for any ruse, regardless of how elaborate.",,,
inimical,adjective: hostile (usually describes conditions or environments),"Venus, with a surface temperature that would turn rubber to liquid, is inimical to any form of life.",,,
inimitable,adjective: defying imitation; matchless,"Mozart's music follows a clear pattern that, anyone could imitate, but his music gives an overall sense of effortlessness that is inimitable.",,,
inkling,noun: a slight suggestion or vague understanding,"Lynne speaks four Romance languages, but she doesn't have an inkling about how East Asian languages are structured.",,,
innocuous,adjective: harmless and doesn’t produce any ill effects,"Everyone found Nancy’s banter innocuous—except for Mike, who felt like she was intentionally picking on him.",,,
inscrutable,adjective: not easily understood; unfathomable,His speech was so dense and confusing that many in the audience found it inscrutable.,,,
insidious,adjective: working in a subtle but destructive way,"Plaque is insidious: we cannot see it, but each day it eats away at our enamel, causing cavities and other dental problems.",,,
insipid,adjective: dull and uninteresting,The movie director was known for hiring beautiful actors in order to deflect attention away from the insipid scripts he would typically use.,,,
insolent,adjective: rude and arrogant,"Lilian could not help herself from being insolent, commenting that the Queen's shoes were showing too much toe.",,,
insolvent,adjective: unable to pay one's bills; bankrupt,"With credit card bills skyrocketing, a shockingly large number of Americans are truly insolvent.",,,
insouciance,noun: lack of concern,"Surprisingly, Hank had become a high-powered CEO; his high school friends remembered him as ""Hanky Panky"", who shrugged off each failed class with insouciance.",,,
insufferable,"adjective: intolerable, difficult to endure","Chester always tried to find some area in which he excelled above others; unsurprisingly, his co-workers found him insufferable and chose to exclude him from daily luncheons out.",,,
intermittent,adjective: stopping and starting at irregular intervals,The intermittent thunder continued and the night was punctuated by cracks of lightning—a surreal sleepless night.,,,
internecine,adjective: (of conflict) within a group or organization,"The guerilla group, which had become so powerful as to own the state police, was finally destroyed by an internecine conflict.",,,
intimate,verb: to suggest something subtly,"At first Manfred’s teachers intimated to his parents that he was not suited to skip a grade; when his parents protested, teachers explicitly told them that, notwithstanding the boy’s precocity, he was simply too immature to jump to the 6th grade.",,,
intimation,noun: an indirect suggestion,"At first the hostess tried intimation, praising the benefits of cutlery; when Cecil continued eating with his hands, the hostess told him to use a fork at dinner.",,,
intransigent,adjective: unwilling to change one's beliefs or course of action,"Despite many calls for mercy, the judge remained intransigent, citing strict legal precedence.",,,
intrepid,adjective: fearless,Captain Ahab was an intrepid captain whose reckless and fearless style ultimate leads to his downfall.,,,
inundate,verb: to flood or overwhelm,The newsroom was inundated with false reports that only made it more difficult for the newscasters to provide an objective account of the bank robbery.,,,
inure,verb: to make accustomed to something unpleasant,Three years of Manhattan living has inured her to the sound of wailing sirens; she could probably sleep through the apocalypse.,,,
invective,noun: abusive or denunciatory language,The Internet has unleashed the invectives in many of us; many people post stinging criticism on the comments section underneath newspaper articles or YouTube videos.,,,
inveterate,adjective: habitual,He is an inveterate smoker and has told his family and friends that there is no way he will ever quit.,,,
invidious,adjective: likely to cause resentment,"At a time when many others in the office were about to be laid off, many considered Cheryl's fine clothes that day an invidious display.",,,
inviolable,"adjective: never to be broken, infringed, or dishonored",To many the grass at Wimbledon is inviolable and only greater tennis players are able to enjoy a game there.,,,
inviolate,adjective: must be kept sacred,"While the literary critic subjected most of the classics to the harshest reviews, he regarded Cervantes as inviolate, and had nothing but praise for him.",,,
involved,"adjective: complicated, and difficult to comprehend",The physics lecture became so involved that the undergraduate’s eyes glazed over.,,,
irascible,adjective: quickly aroused to anger,"If Arthur's dog is not fed adequately, he becames highly irascible, even growling at his own shadow.",,,
irk,verb: irritate or vex,My little sister has a way of irking and annoying me like no other person.,,,
irrefutable,adjective: impossible to deny or disprove,The existence of life on earth is irrefutable; the existence of intelligent life on earth is still hotly debated.,,,
irresolute,adjective: uncertain how to act or proceed,"He stood irresolute at the split in the trail, not sure which route would lead back to the camp.",,,
irrevocable,adjective: incapable of being retracted or revoked,"Once you enter your plea to the court, it is irrevocable so think carefully about what you will say.",,,
itinerant,adjective: traveling from place to place to work,"Doctors used to be itinerant, traveling between patients' homes.",,,
jargon,noun: a characteristic language of a particular group,"To those with little training in medicine, the jargon of doctors can be very difficult to understand.",,,
jaundice,adjective: to be biased against due to envy or prejudice,"Shelly was jaundiced towards Olivia; though the two had once been best friends, Olivia had become class president, prom queen, and, to make matters worse, the girlfriend of the one boy Shelly liked.",,,
jejune,"adjective: dull; lacking flavor
adjective: immature; childish","Although many top chefs have secured culinary foam's popularity in haute cuisine, Waters criticizes it for being jejune and unfilling.
Her boss further cemented his reuptation for being jejune after throwing a fit when the water cooler wasn't refilled.",,,
jingoism,noun: fanatical patriotism,North Korea maintains intense control over its population through a combination of jingoism and cult of personality.,,,
jingoist,noun: a person who thinks that their country should be at war,"In the days leading up to war, a nation typically breaks up into the two opposing camps: doves, who do their best to avoid war, and jingoists, who are only too eager to wave national flags from their vehicles and vehemently denounce those who do not do the same.",,,
jocular,adjective: characterized by jokes and good humor,"My uncle was always in a jocular mood at family gatherings, messing up people's hair and telling knock-knock jokes to anyone who would listen.",,,
jocular,adjective: characterized by jokes and good humor,"My uncle was always in a jocular mood at family gatherings, messing up people's hair and telling knock-knock jokes to anyone who would listen.",,,
jovial,adjective: full of or showing high-spirited merriment,The political candidate and his supporters were jovial once it was clear that she had won.,,,
jubilant,adjective: full of high-spirited delight because of triumph or success,"My hardwork paid off, and I was jubilant to receive a perfect score on the GRE.",,,
juggernaut,noun: a force that cannot be stopped,"Napoleon was considered a juggernaut until he decided to invade Russia in winter; after which, his once indomitable army was decimated by cold and famine.",,,
junta,noun: an aggressive takeover by a group (usually military),"As dangerous of a threat as North Korea is, some analysts believe that were a junta suddenly to gain power, it could be even more unpredictable and bellicose than the current leadership",,,
juxtapose,verb: place side by side,The appeal of her paintings comes from a classical style which is juxtaposed with modern themes.,,,
kowtow,verb: to bow or act in a subservient manner,Paul kowtowed to his boss so often the boss herself became nauseated by his sycophancy.,,,
label,"noun: a name or phrase given to a group of things to identify them (often negative)
verb: to give a label to something","The meaning of the label """"punk"""" has changed greatly in the last 30 years.
Children are often unkind and label others who look different as outsiders.",,,
laborious,adjective: characterized by effort to the point of exhaustion; especially physical effort,"The most laborious job I've had was working 20 hours a day as a fisherman in King Salmon, Alaska.",,,
lacerate,verb: deeply hurt the feelings of; distress,The teacher was fired for lacerating a student who wrote a poor essay.,,,
lachrymose,adjective: showing sorrow,"Lachrymose and depressed, Alexei Alexandrovich walked two miles home in the rain after learning that his wife was having an affair.",,,
laconic,adjective: one who says very few words,"While Martha always swooned over the hunky, laconic types in romantic comedies, her boyfriends inevitably were very talkative—and not very hunky.",,,
lambast,verb: criticize severely or angrily,"Showing no patience, the manager utterly lambasted the sales team that lost the big account.",,,
lampoon,verb: ridicule with satire,Mark Twain understood that lampooning a bad idea with humor was the most effective criticism.,,,
languid,adjective: not inclined towards physical exertion or effort; slow and relaxed,"As the sun beat down and the temperature climbed higher, we spent a languid week lying around the house.",,,
languish,verb: become feeble,"Stranded in the wilderness for four days, the hiker languished, eating protein bars and nuts.",,,
largess,noun: extreme generosity and giving,"Uncle Frank was known for his largess, so his nephew was sad when he did not receive a present for his birthday.",,,
lascivious,adjective: lecherous; sexually perverted,"Lolita is a challenging novel for many, not necessarily because of the elevated prose style but because of the depravity of the main character, Humbert Humbert, who, as an old, lascivious man, falls in love with a girl.",,,
laudable,adjective: worthy of high praise,To say that Gandhi's actions were laudable is the greatest understatement; he overthrew an empire without violence.,,,
leery,adjective: openly distrustful and unwilling to confide,"Without checking his references and talking to previous employers, I am leery of hiring the candidate.",,,
lethargic,adjective: lacking energy,Nothing can make a person more lethargic than a big turkey dinner.,,,
limpid,adjective: clarity in terms of expression,Her limpid prose made even the most recondite subjects accessible to all.,,,
lionize,verb: assign great social importance to,"Students in the U.S. learn to lionize Jefferson, Franklin, and Washington because they are the founding fathers of the nation.",,,
litany,noun: any long and tedious account of something,"Mr. Rogers spoke to a Senate committee and did not give a litany of reasons to keep funding the program, but instead, appealed to the basic human decency of all present.",,,
loath,adjective: unwillingness to do something contrary to your custom (usually followed by 'to'),I was loath to leave the concert before my favorite band finished playing.,,,
lucid,adjective: (of language) transparently clear; easily understandable,"Though Walters writes about physics and time travel, his writing is always lucid, so readers with little scientific training can understand difficult concepts.",,,
lugubrious,adjective: excessively mournful,"At the funeral, lugubrious songs filled the small church.",,,
macabre,adjective: suggesting the horror of death and decay; gruesome,Edgar Allen Poe was considered the master of the macabre; his stories vividly describe the moment leading up to—and often those moments after—a grisly death.,,,
machinate,"verb: engage in plotting or enter into a conspiracy, swear together",The rebels met at night in an abandoned barn to machinate.,,,
magisterial,adjective: offensively self-assured or given to exercising unwarranted power,"Though she was only a third grade teacher, Ms. Martinet was magisterial in dealing with her class, lording over them like a queen.",,,
magnanimous,"adjective: noble and generous in spirit, especially towards a rival or someone less powerful",He was a great sportsman: in defeat he was complementary and in victory he was magnanimous.,,,
maintain,verb: to assert,The scientist maintained that the extinction of dinosaurs was most likely brought about by a drastic change in climate.,,,
maladroit,adjective: clumsy,"As a child she was quite maladroit, but as an adult, she has become an adept dancer.",,,
malady,noun: a disease or sickness,The town was struck by a malady throughout the winter that left most people sick in bed for two weeks.,,,
malapropism,noun: the confusion of a word with another word that sounds similar,"Whenever I looked glum, my mother would offer to share ""an amusing antidote"" with me—an endearing malapropism of ""anecdote"" that never failed to cheer me up.",,,
malevolent,adjective: wishing or appearing to wish evil to others; arising from intense ill will or hatred,"Villians are known for their malevolent nature, oftentimes inflicting cruetly on others just for enjoyment.",,,
malfeasance,adjective: misconduct or wrongdoing (especially by a public official),"Not even the mayor’s trademark pearly-toothed grin could save him from charges of malfeasance: while in power, he’d been running an illegal gambling rink in the room behind his office.",,,
malingerer,noun: someone shirking their duty by pretending to be sick or incapacitated,"At one time, our country was full of hardworking respectful people, but now it seems that everyone is a malingerer with little inclination to work.",,,
malleable,"adjective: capable of being shaped or bent or drawn out
adjective: easily influenced","The clay became malleable and easy to work with after a little water was added.
My little brother is so malleable that I can convince him to sneak cookies from the cupboard for me.",,,
malodorous,adjective: having an unpleasant smell,Some thermally active fountains spew sulfur fumes--the air around them is sometimes so malodorous that many have to plug their noses.,,,
martial,adjective: suggesting war or military life,"Americans tend to remember Abraham Lincoln as kindly and wise, not at all martial, despite the fact that he was involved in the fiercest war America has even fought.",,,
martinet,noun: a strict disciplinarian,"The job seemed perfect to Rebecca, until she found out that her boss was a total martinet; after each project the boss would come by to scrutinize—and inevitably criticize—every little detail of the work Rebecca had done.",,,
maudlin,adjective: overly emotional and sad,"Just as those who were alive during the 70’s are mortified that they once cavorted about in bellbottoms, many who lived during the 80’s are now aghast at the maudlin pop songs they used to enjoy—really, just what exactly is a total eclipse of the heart?",,,
maunder,"verb: wander aimlessly
verb: speak (about unimportant matters) rapidly and incessantly","Max liked to maunder down by the seaside and pick up whatever sea shells he would stumble upon.
After drinking two espressos each, the animated couple would maunder loudly, annoying the other patrons in the coffee shop.",,,
maverick,noun: someone who exhibits great independence in thought and action,"Officer Kelly was a maverick, rarely following police protocols or adopting the conventions for speech common among his fellow officers.",,,
mawkish,adjective: overly sentimental to the point that it is disgusting,"The film was incredibly mawkish, introducing highly likeable characters only to have them succumb to a devastating illnesses by the end of the movie.",,,
maxim,noun: a short saying expressing a general truth,Johnson initially suggests that the secret to business can be summarized in a single maxim but then requires a 300-page book to explain exactly what he means.,,,
meander,verb: to wander aimlessly,"A casual observer might have thought that Peter was meandering through the city, but that day he was actually seeking out those places where he and his long lost love had once visited.",,,
melancholy,"noun: a deep, long-lasting sadness",Hamlet is a figure of tremendous melancholy: he doesn't have a truly cheerful scene throughout the entire play.,,,
melee,"noun: a wild, confusing fight or struggle","After enduring daily taunts about my name, I became enraged and pummeled the schoolyard bully and his sycophantic friends in a brutal melee.",,,
mellifluous,adjective: smooth and sweet-sounding,"Chelsea’s grandmother thought Franz Schubert’s music to be the most mellifluous ever written; Chelsea demurred, and to her grandmother’s chagrin, would blast Rihanna on the home stereo speakers.",,,
mendacity,noun: the tendency to be untruthful,I can forgive her for her mendacity but only because she is a child and is seeing what she can get away with.,,,
mendicant,noun: a pauper who lives by begging,"Tolstoy was an aristocrat, but he strove to understand the Christianity of the Russian peasants by wandering among them as a mendicant.",,,
mercurial,adjective: (of a person) prone to unexpected and unpredictable changes in mood,The fact that Ella’s moods were as mercurial as the weather was problematic for her relationships—it didn’t help that she lived in Chicago.,,,
mesmerize,verb: to spellbind or enthrall,"The plot and the characters were so well developed that many viewers were mesmerized, unable to move their eyes from the screen for even a single second.",,,
meteoric,adjective: like a meteor in speed or brilliance or transience,"The early spectacular successes propelled the pitcher to meteoric stardom, but a terribly injury tragically cut short his career.",,,
meticulous,adjective: marked by extreme care in treatment of details,The Japanese noodle maker was meticulous in making his noodles and would never let another person take over the task.,,,
mettlesome,adjective: filled with courage or valor,"For its raid on the Bin Laden’s compound in Abbottabad, Seal Team Six has become, for many Americans, the embodiment of mettle.",,,
mettlesome,adjective: filled with courage or valor,"For its raid on the Bin Laden’s compound in Abbottabad, Seal Team Six has become, for many Americans, the embodiment of mettle.",,,
misanthrope,noun: a hater of mankind,"Kevin is such a misanthrope that he refused to attend the Christmas party, claiming that everyone's happiness was ""fake"" and ""annoying.""",,,
misattribute,verb: To erroneously attribute; to falsely ascribe; used especially of authorship.,"I made a mistake; I misattributed ""Crime and Punishment"" to Leo Tolstoy when it was actually written by Fyodor Dostoyevsky.",,,
misconstrue,verb: interpret in the wrong way,The politician never trusted journalists because he though that they misconstrue his words and misrepresent his positions.,,,
miscreant,noun: a person who breaks the law,"""Come back you miscreant!"" yelled the woman who just had her purse stolen.",,,
miser,noun: a person who doesn't like to spend money (because they are greedy),"Monte was no miser, but was simply frugal, wisely spending the little that he earned.",,,
misogynist,noun: a person who dislikes women in particular,"Many have accused Hemingway of being a quiet misogynist, but recently unearthed letters argue against this belief.",,,
mitigate,"verb: make less severe or harsh
verb: lessen the severity of an offense","I can only spend so much time mitigating your disagreements with your wife, and at certain point, you need to do it on your own.
If it weren't for the mitigating circumstances, he would have certainly lost his job.",,,
modicum,noun: a small or moderate or token amount,"If my sister had even a modicum of sense, she wouldn't be engaged to that barbarian.",,,
mollify,verb: to make someone angry less angry; placate,"In the morning, Harriat was unable to mollify Harry, if he happened to become angry, unless he had his cup of coffee.",,,
moment,noun: significant and important value,"Despite the initial hullabaloo, the play was of no great moment in Hampton’s writing career, and within a few years the public quickly forgot his foray into theater arts.",,,
moot,adjective: open to argument or debate; undecidable in a meaningless or irrelevant way,"Since the Board just terminated Steve as the CEO, what the finance committe might have thought of his proposed marketing plan for next year is now a moot point.",,,
mordant,"adjective: biting and caustic in thought, manner, or style","While Phil frequently made mordant remarks about company policy overall, he always was considerably gentler in discussing any person in particular.",,,
moribund,adjective: being on the point of death; declining rapidly losing all momentum in progress,"Whether you like it or not, jazz as a genre is moribund at best, possibly already dead.",,,
morose,adjective: ill-tempered and not inclined to talk; gloomy,"After Stanley found out he was no longer able to go on vacation with his friends, he sat in his room morosely.",,,
morph,verb: To undergo dramatic change in a seamless and barely noticeable fashion.,The earnestness of the daytime talk shows of the 1970's has morphed into something far more sensational and vulgar: today guests actually standup and threaten to take swings at one another.,,,
mulct,verb: to defraud or swindle,"The so-called magical diet cure simply ended up mulcting Maria out of hundreds of dollars, but did nothing for her weight.",,,
mundane,"adjective: repetitive and boring; not spiritual
adjective: relating to the ordinary world","Nancy found doing dishes a thorougly mundane task, although Peter found a kind of Zen pleasure in the chore.
Though we think of the pope as someone always dealing in holy matters, he is also concerned with mundane events, such as deciding when to set his alarm each morning.",,,
munificent,adjective: very generous,"Uncle Charley was known for his munificence, giving all seven of his nephews lavish Christmas presents each year.",,,
muted,"adjective: softened, subdued","Helen preferred muted earth colors, such as green and brown, to the bright pinks and red her sister liked.",,,
myopic,adjective: lacking foresight or imagination,The company ultimately went out of business because the myopic managers couldn't predict the changes in their industry.,,,
myriad,noun: a large indefinite number,There are a myriad of internet sites hawking pills that claim to boost energy for hours on end.,,,
nadir,noun: the lowest point,"For many pop music fans, the rap and alternative-rock dominated 90s were the nadir of musical expression.",,,
negligible,adjective: so small as to be meaningless; insignificant,"The GRE tests cumulative knowledge, so if you cram the night before it is, at best, likely to only have a negligible impact on your score.",,,
nettlesome,adjective: causing irritation or annoyance,"Maria found her coworker's cell phone nettlesome, because every few minutes it would buzz to life with another text message.",,,
noisome,adjective: having an extremely bad smell,"Each August, when the winds moved in a south easterly direction, the garbage dump would spread noisome vapors through the small town.",,,
nonchalant,adjective: coming across as uninterested or unconcerned; overly casual,"The twenty-somethings at the coffee shop always irked Sheldon, especially the way in which they acted nonchalantly towards everything, not even caring when Sheldon once spilled his mocha on them.",,,
nonplussed,verb: unsure how to act or respond,Shirley was totally nonplussed when the angry motorist cut her off and then stuck his finger out the window.,,,
nuance,noun: a subtle difference in meaning or opinion or attitude,"Because of the nuances involved in this case, I hired an outside consultant to advice us and help.",,,
nuance,noun: a subtle difference in meaning or opinion or attitude,"Because of the nuances involved in this case, I hired an outside consultant to advice us and help.",,,
obdurate,adjective: stubbornly persistent in changing an opinion or action,No number of pleas and bribes would get him to change his obdurate attitude.,,,
objurgate,verb: express strong disapproval of,The manager spent an hour objurgating the employee in the hopes that he would not make these mistakes again.,,,
obliging,adjective: showing a cheerful willingness to do favors for others,"Even after all his success, I found him to be accommodating and obliging, sharing with me his ""secret tips"" on how to gain wealth and make friends.",,,
oblique,adjective: not straightforward; indirect,"Herbert never explicitly revealed anything negative about Tom's past, but at times he would obliquely suggest that Tom was not as innocent as he seemed.",,,
obscure,"verb: make unclear
adjective: known by only a few","On the Smith's drive through the Grand Canyon, Mr. Smith's big head obscured much of Mrs. Robinson's view, so that she only saw momentary patches of red rock.
Many of the biggest movie stars were once obscure actors who got only bit roles in long forgotten films.",,,
obsequious,adjective: attentive in an ingratiating or servile manner; attempting to win favor from influential people by flattery,"The obsequious waiter did not give the couple a moment's peace all through the meal, constantly returning to their table to refill their water glasses and to tell them what a handsome pair they made.",,,
obstinate,adjective: resistant to guidance or discipline; stubbornly persistent,"The coach suggested improvements Sarah might make on the balance beam, but she remained obstinate, unwilling to modify any of the habits that made her successful in the past.",,,
obstreperous,adjective: noisily and stubbornly defiant; willfully difficult to control,"When the teacher asked the obstreperous student simply to bus his tray, the student threw the entire tray on the floor, shouted an epithet, and walked out.",,,
obtain,"adjective: be valid, applicable, or true","The custom of waiting your turn in line does not obtain in some countries, in which many people try to rush to front of the line at the same time.",,,
obtuse,adjective: slow to learn or understand; lacking intellectual acuity; lacking in insight or discernment,Jackson was the most obtuse member of the team: the manager's subtle ironies were always lost on him.,,,
officious,adjective: intrusive in a meddling or offensive manner,"The professor had trouble concentrating on her new theorem, because her officious secretary would barge in frequently reminding her of some trivial detail involving departmental paperwork.",,,
opaque,adjective: not clearly understood or expressed,"The meaning of the professor's new research was opaque to most people, so no one asked any questions.",,,
opulence,noun: wealth as evidenced by sumptuous living,"Russian oligarchs are famous for their opulence, living in fancy homes and dining on expensive cavier.",,,
ornate,adjective: marked by elaborate rhetoric and elaborated with decorative details,The ornate Victorian and Edwardian homes spread throughout San Francisco are my favorite part of the city.,,,
ossify,verb: make rigid and set into a conventional pattern,"Even as a young man, Bob had some bias against poor people, but during his years in social services, his bad opinions ossified into unshiftable views.",,,
ostentatious,adjective: intended to attract notice and impress others; tawdry or vulgar,"Matt wanted to buy stone lions for front of the house, but Cynthia convinced him that such a display would be too ostentatious for a modest house in an unassuming neighborhood.",,,
ostracize,verb: exclude from a community or group,"Later in his life, Leo Tolstoy was ostracized from the Russian Orthodox Church for his writings that contradicted church doctrine.",,,
overweening,adjective: arrogant; presumptuous,Mark was so convinced of his basketball skills that in his overweening pride he could not fathom that his name was not on the varsity list; he walked up to the basketball coach and told her she had forgotten to add his name.,,,
palatable,adjective: acceptable to the taste or mind,"MIkey didn't partake much in his friends' conversations, but found their presence palatable.",,,
palaver,verb: speak (about unimportant matters) rapidly and incessantly,"During the rain delay, many who had come to see the game palavered, probably hoping that idle chatter would make the time go by faster.",,,
palimpsest,noun: something that has been changed numerous times but on which traces of former iterations can still be seen,"The downtown was a palimpsest of the city’s checkered past: a new Starbucks had opened up next to an abandoned, shuttered building, and a freshly asphalted road was inches away from a pothole large enough to swallow a small dog.",,,
panacea,noun: hypothetical remedy for all ills or diseases; a universal solution,"While the company credit card has made most large purchases easier, it is no panacea: some smaller basic transactions still must be conducted in cash.",,,
panache,noun: distinctive and stylish elegance,"Jim, with his typical panache, came to the wedding reception with a top hat, a cane, and a long cape covered in sequins.",,,
panegyric,noun: a formal expression of praise,"Dave asked Andrew to do just a simple toast, but Andrew launched into a full panegyric, enumerating a complete list of Dave's achievements and admirable qualities.",,,
paradoxical,adjective: seemingly contradictory but nonetheless possibly true,"That light could be both a particle and a wave seems paradoxical, but nonetheless, it is true.",,,
paragon,"noun: model of excellence or perfection of a kind; one having no equal
noun: an ideal instance; a perfect embodiment of a concept","Even with the rise of Kobe Bryant, many still believe that Michael Jordon is the paragon for basketball players.
Some say that Athens was the paragon of democracy, but these people often forget that slaves and women were still not allowed to vote.",,,
pariah,noun: an outcast,"The once eminent scientist, upon being found guilty of faking his data, has become a pariah in the research community.",,,
parochial,adjective: narrowly restricted in scope or outlook,"Jasmine was sad to admit it, but her fledgling relationship with Jacob did not work out because his culinary tastes were simply tooparochial; ""After all,"" she quipped on her blog, ""he considered Chef Boyardee ethnic food.""",,,
parsimonious,adjective: extremely frugal; miserly,Katie is so parsimonious that she only buys a pair of socks if all of her other socks have holes in them.,,,
parvenu,"noun: a person who has suddenly become wealthy, but not socially accepted as part of a higher class",The theater was full of parvenus who each thought that they were surrounded by true aristocrats.,,,
pastoral,adjective: relating to the countryside in a pleasant sense,Those who imagine America's countryside as a pastoral region are often disappointed to learn that much of rural U.S. is filled with cornfields extending as far as the eye can see.,,,
patent,adjective: glaringly obvious,"Since the book had been through no fewer than six proof runs, the staff was shocked to see such a patent spelling mistake remaining, right in the middle of the front cover!",,,
patronize,verb: treat condescendingly,"She says she genuinely wanted to help me, but instead she patronized me, constantly pointing out how I was inferior to her.",,,
paucity,noun: a lack of something,"There is a paucity of jobs hiring today that require menial skills, since most jobs have either been automated or outsourced.",,,
pecuniary,adjective: relating to or involving money,The defendent was found guilty and had to serve a period of community service as well as pay pecuniary damages to the client.,,,
pedantic,adjective: marked by a narrow focus on or display of learning especially its trivial aspects,"Professor Thompson was regarded as an expert in his field, but his lectures were utterly pedantic, focused on rigorous details of the most trivial conventions in the field.",,,
pedestrian,adjective: lacking imagination,"While Nan was always engaged in philosophical speculation, her brother was occupied with far more pedestrian concerns: how to earn a salary and run a household.",,,
peevish,adjective: easily irritated or annoyed,"Our office manager is peevish, so the rest of us tip-toe around him, hoping not to set off another one of his fits.",,,
pejorative,adjective: expressing disapproval (usu. refers to a term),"Most psychologists object to the pejorative term ""shrink"", believing that they expand the human mind, not limit it.",,,
pellucid,adjective: transparently clear; easily understandable,The professor had a remarkable ability make even the most difficult concepts seem pellucid.,,,
penurious,"adjective: lacking money; poor
adjective: miserly","Truly penurious, Mary had nothing more than a jar full of pennies.
Warren Buffett, famous multi-billionaire, still drives a cheap sedan, not because he is penurious, but because luxury cars are gaudy and impractical.",,,
perceive,"verb: to be aware of, to sense or feel","If hunters are skilled, the animals will not perceive their presence.",,,
percipient,adjective: highly perceptive,Even the most percipient editor will make an occasional error when proofreading.,,,
peremptory,adjective: bossy and domineering,"My sister used to peremptorily tell me to do the dishes, a chore I would either do perfunctorily or avoid doing altogether.",,,
perennial,adjective: lasting an indefinitely long time; eternal; everlasting,"Even at the old-timers games, Stan Musial would get the loudest cheer: he was a perennial favorite of the fans there.",,,
perfidy,noun: an act of deliberate betrayal; a breach of a trust,"The lowest circles in Dante's Inferno were for those who had practiced perfidy, and among these, the very lowest was for those, such as Judas, who had been treacherous to one of their benefactors.",,,
perfunctory,adjective: done routinely and with little interest or care,"The short film examines modern perfunctory cleaning rituals such as washing dishes, doing laundry and tooth-brushing.",,,
peripatetic,adjective: traveling by foot,Jim always preferred a peripatetic approach to discovering a city: he felt that he could see so many more details while walking.,,,
pernicious,adjective: exceedingly harmful; working or spreading in a hidden and injurious way,The most successful viruses are pernicious: an infected person may feel perfectly healthy for several months while incubating and spreading the virus.,,,
perpetuate,verb: cause to continue,"If you do not let him do things for himself, you are merely perpetuating bad habits that will be even harder to break in the future.",,,
perquisite,noun: a right reserved exclusively by a particular person or group (especially a hereditary or official right),"Even as the dishwasher at the French restaurant, Josh quickly learned that he had the perquisite of being able to eat terrific food for half the price diners would pay.",,,
perspicacious,adjective: acutely insightful and wise,"Many modern observers regard Eisenhower as perspicacious, particularly in his accurate prediction of the growth of the military.",,,
pertinent,adjective: having precise or logical relevance to the matter at hand,"While the salaries of the players might draw attention in the media, such monetary figures are not pertinent to the question of who plays the best on the field.",,,
perturb,verb: disturb in mind or cause to be worried or alarmed,"Now that Henry is recovering from a major illnesses, he no longer lets the little trivialities, such as late mail, perturb him.",,,
peruse,verb: to read very carefully,"Instead of perusing important documents, people all too often rush to the bottom of the page and plaster their signatures at the bottom.",,,
petulant,adjective: easily irritated or annoyed,"When Ed first met Ruth, he didn't realize she was so petulant, but now that they are three months into their relationship, Ed feels a day doesn't go by in which she isn't whining about some minor issue.",,,
phantasmagorical,adjective: illusive; unreal,"Those suffering from malaria fall into a feverish sleep, their world a whirligig of phantasmagoria; if they recover, they are unsure of what actually took place and what was simply a product of their febrile imaginations.",,,
philistine,adjective: smug and ignorant towards artistic and cultural values,"Jane considered Al completely philistine, because he talked almost exclusive about video games; she was entirely unaware of how well read he really was.",,,
phlegmatic,adjective: showing little emotion,"Arnold is truly noble, remaining reserved until an issue of significance arises, but Walter is simply phlegmatic: he doesn't have the energy or inclination to care about anything.",,,
picayune,adjective: trifling or petty (a person),"English teachers are notorious for being picayune; however, the English language is so nuanced and sophisticated that often such teachers are not being contrary but are only adhering to the rules.",,,
pillory,verb: ridicule or expose to public scorn,"After the candidate confessed, the press of the opposing party took the opportunity to pillory him, printing editorials with the most blatantly exaggerated accusations.",,,
pine,verb: to yearn for,"Standing forlornly by the window, she pined for her lost love.",,,
pinnacle,noun: the highest point,"At its pinnacle, the Roman Empire extended across most of the landmass of Eurasia, a feat not paralleled to the rise of the British Empire in the 18th and 19th century.",,,
piquant,adjective: having an agreeably pungent taste,"The chef, with a mere flick of the salt shaker, turned the bland tomato soup into a piquant meal.",,,
pith,noun: the most essential part of something,"When Cynthia hears a speaker presenting a complex argument, she is always able to discard the irrelevant details and extract the pith of what the speaker is trying to convey.",,,
pithy,adjective: concise and full of meaning,I enjoy reading the Daodejing for its pithy and insightful prose; it always gives me something to think about.,,,
pittance,noun: a small amount (of money),Vinny’s uncle beamed smugly about how he’d offered his nephew fifty dollars for his Harvard tuition; even twice the amount would have been a mere pittance.,,,
placate,verb: cause to be more favorably inclined; gain the good will of,I was able to placate the angry mob of students by promising to bring cookies on Monday.,,,
placid,adjective: not easily irritated,"Doug is normally placid, so we were all shocked to see him yelling at the television when the Mets lost the game.",,,
platitude,noun: a trite or obvious remark,"The professor argued that many statements regarded as wise in previous times, such as the Golden Rule, are now regarded as mere platitudes.",,,
