序号,section,题号,单词,音标,释义
1651,S45,Q9,laconic,[l??kɑ?n?k],言简意赅的  using few?words in speech or writing
1652,S45,Q9,befuddled,[b??f?dld],"困惑的  confused,?perplexed"
1653,S45,Q9,evenhanded,[?i?v?n?h?nd?d],"公平的  fair,?impartial"
1654,S45,Q10,radical,[?r?d?kl],"1.  彻底的（改变），根本的（改变） very new and different?from?what?is?traditional or ordinary : revolutionary
2.  基本的，基础的  very basic and important     :?fundamental
3.  激进的  having extreme?political?or?social?views that are not shared by most people"
1655,S45,Q10,moderate,[?mɑd?r?t],"1.  适度的，适中的  average?in?size?or?amount : neither too much nor too little
2.  温和的  calm,?temperate"
1656,S45,Q10,conform,[k?n?f?rm],(与法律、愿望等)  相符合  to obey?or?agree with something
1657,S45,Q10,accede,[?k?sid],"1.  同意  to agree?to a request or a demand
2.  就任  to?enter?a?high?office or position"
1658,S45,Q10,meddle,[?m?dl],干涉  interfere without right or propriety
1659,S45,Q10,square,[skw?r],与…一致??bring?into?agreement
1660,S46,Q1,facilitate,[f??s?l??tet],促进  to make?easier
1661,S46,Q1,rigorous,[?r?ɡ?r?s],"1.  严格缜密的  very strict?and?demanding
2.  一丝不苟的  done?carefully and with a lot of attention to detail
3.  （气候、环境）严酷的??difficult?to?endure because of extreme conditions"
1662,S46,Q1,sanguine,[?s??ɡw?n],自信乐观的  confident?and?hopeful
1663,S46,Q1,punctilious,[p??k?t?li?s],"小心谨慎的，一丝不苟的  very careful about behaving properly and doing things in a correct
and accurate way：decorous，??formal??，proper"
1664,S46,Q1,unorthodox,[?n???rθ?dɑ?ks],"非正统的;  另类的  If you describe someone's behaviour, beliefs, or customs as unorthodox, you mean that they are different?from?what?is?generally?accepted."
1665,S46,Q2,expedient,[?k?spid??nt],权宜的；方便的  providing?an?easy?and?quick?way to solve a problem or do something
1666,S46,Q2,reminiscent,[?rem??n?snt],令人想起的  reminding you of someone oe something else
1667,S46,Q2,inimical,[??n?m?kl],"1.  不利的，有害的  likely to cause?damage?or?have?a?bad?effect
2.  不友好的，敌意的  not?friendly?:?hostile"
1668,S46,Q3,empirical,[?m?p?r?kl],"实证的  based on scientific?testing or practical?experience，not on ideas    反义词：
theoretical"
1669,S46,Q3,jettison,[?d??t?sn],"1.  丢弃  to drop?something from a moving ship, airplane, etc.
2.  拒绝  to get rid of something : to reject?something"
1670,S46,Q4,peddle,[?p?dl],"散布  (某观点或信息)    If someone peddles an idea or a piece of information, they try?to?get
people?to?accept?it."
1671,S46,Q4,promote,[pr??mot],"to help sth happen, develop, or increase  （霍叔叔提示：这个单词故意没写中文意思的,烦请背一
下英文意思）"
1672,S46,Q4,inspire,[?n?spa??],"to cause sth to happen or be created  （霍叔叔提示：这个单词故意没写中文意思的,烦请背一下
英文意思）"
1673,S46,Q4,prominence,[?prɑm?n?ns],"突出,显著,  重要  the state of being important,?well-known,?or?noticeable"
1674,S46,Q4,undermine,[??nd??ma?n],"暗中削弱  to make someone or something weaker?or?less?effective usually in a secret or
gradual way"
1675,S46,Q5,corroborate,[k??rɑb?ret],证实  to support with evidence or authority : make more certain
1676,S46,Q5,dispel,[d??sp?l],"消除??(想法或感觉)to make(something ,such as a?belief?,?idea or feeling) go away or end"
1677,S46,Q5,hazardous,[?h?z?d?s],危险的  involving risk?or?danger
1678,S46,Q6,provocative,[pr??vɑk?t?v],"1.  引发讨论的  ，思考的，争论的  causing?discussion,?thought,?argument, etc.    Provocative book .
2  挑衅的 If you describe something as provocative, you mean that it is intended to make
people?react?angrily or argue against it."
1679,S46,Q6,captivate,[?k?pt?ve?t],"迷住，吸引  to attract?and?hold?the?attention if someone by being interesting, pretty, etc."
1680,S46,Q6,outrage,[?a?tred?],愤怒  extreme?anger
1681,S46,Q7,assert,[??s?t],主张；声称  to state something in a strong and definite way
1682,S46,Q7,concede,[k?n?sid],"1. (常指不情愿地)  承认  to admit something usually in an unwilling way
2.  承认  (失败) to admit?that?you?have?been?defeated and stop trying to win"
1683,S46,Q7,ponder,[?pɑnd?],仔细思考  to?think?about?or?consider something carefully
1684,S46,Q8,subtle,[?s?tl],"1.不易察觉的  hard to notice or see : not obvious
2.  难以理解的  difficult to understand or perceive : obscure
3.  狡猾的  ??clever?and?indirect?: not showing your real purpose
4.  敏感的，有洞察力的  having or showing skill at recognizing and understanding things that
are not obvious"
1685,S46,Q8,adverse,[?d?v?s????d?v?s],不利的  bad?or?unfavorable : not good
1686,S46,Q8,restorative,[r??st??r?t?v],恢复健康的  having the ability to?make?a?person?feel?strong?or?healthy?again
1687,S46,Q9,introspective,[??ntr??sp?kt?v],反省的;  内省的  an examination of one's own?thoughts?and?feelings
1688,S46,Q9,meticulous,[m??t?kj?l?s],小心谨慎的  very?careful?about doing something in an extremely accurate and exact way
1689,S46,Q9,thorough,[?θ?ro],彻底的；十分的  exhaustive
1690,S46,Q10,collegiality,"[k?,lid??'ɑl?ti]",同事关系  the cooperative?relationship?of?colleagues
1691,S46,Q10,exactitude,[?ɡ?z?kt?tu?d],准确  the quality or state of being accurate?and?correct
1692,S46,Q10,eminence,[??m?n?ns],显赫声名  a condition of being well-known?and?successful
1693,S46,Q10,tenacity,[t??n?s?ti],执着  very determined?and?do?not?give?up easily
1694,S47,Q1,poignant,[?p??nj?nt],"1.  令人伤心的,充满同情的  causing a?strong?feeling?of?sadness
2.  恰当的  being?to?point"
1695,S47,Q1,condescending,[?k?nd??send??],显得高人一等的  showing that you believe you?are?moe?intelligent?or?better?tan?other?people
1696,S47,Q1,disingenuous,[?d?s?n?d?enju?s],"不真诚的  dishonest?and?insincere : giving a false appearance of simple frankness :
calculating"
1697,S47,Q1,lament,[l??m?nt],"哀悼，悲叹  to express?sorrow,?regret,?or?unhappiness about something"
1698,S47,Q2,mercenary,[?m?s?n?ri],唯利是图的  caring only about making money
1699,S47,Q2,conciliatory,[k?n?s?li?t??ri],"1.  安抚的  to make someone more?friendly?or?less?angry
2.  调解的  to make compatible : reconcile"
1700,S47,Q2,paradigmatic,[?p?r?d?ɡ?m?t?k],典范的  act as a model?or?example for something
1701,S47,Q2,contentious,[k?n?t?n??s],引起争议的  likely to cause?disagreement?or?argument
1702,S47,Q2,supplementary,[?s?pl??m?ntri],补充的  added or serving as a supplement : additional
1703,S47,Q3,hedge,[h?d?],"(由 hedge 原义""树篱""引申出的)  限制，障碍  limit???????,?barrier"
1704,S47,Q3,absolute,['?bs?lut],"1.不受限制[约束]的  not restricted or limited
2.绝对的，不会改变的 true, correct, and not changing in?any?situation
3.完全的；彻底的 complete or total"
1705,S47,Q3,qualification,[?kwɑl?f??ke??n],"1.限制,限制性的条件  sth that is added to a statement to?limit?or change its effect or meaning.
(霍叔叔提示：此题不知道 qualification 有限制的意思意思必挂！  还不懂可以加霍叔叔微信问我： satsccr800）
2.资格"
1706,S47,Q3,reiterate,[r???t?ret],重申；反复地做  to?repeat?something you have already said in order to emphasize it
1707,S47,Q4,exclusively,[?k?skl?s?vli],"唯一地；排外地  Exclusively is used to refer to situations or activities that involve?only?the
thing?or?things?mentioned,?and?nothing?else."
1708,S47,Q4,frown,[fra?n],"不同意,不喜欢    to give evidence of displeasure?or?disapproval by or as if by facial expression"
1709,S47,Q4,rampant,[?r?mp?nt],"1.常见的，大量的  used to describe something that is very common
2.（犯罪等坏事）猖獗的，泛滥的 growing quickly and in a way that is difficult to control"
1710,S47,Q4,disregard,[?d?sr??ɡɑrd],忽视，不重视 to ignore something or treat something as unimportant
1711,S47,Q4,detriment,[?d?tr?m?nt],损害，伤害  ??damage，??injury
1712,S47,Q5,get in the way,[ɡ?t] [?n] [??] [we],妨碍，阻碍
1713,S47,Q5,render,[?r?nd?],"1.  使变得，使处于〔某种状态〕+ADJ       cause to?become
2.  翻译：  translate
3.  给予，提供  to provide?or?furnish with  ：  supply
4.  放弃；让与；交出(与  up  连用)：give?up??，yield
5.〔以某种方式〕表达；表现 to?express?or?present?something in a particular way :render sth as
sth; render sth (in) sth"
1714,S47,Q5,enamored,[en??m?d],迷恋的；倾心的     captivated，??charming
1715,S47,Q6,prestigious,[pr??st?d??s],有名望的  having prestige : honored
1716,S47,Q6,anomalous,[??nɑm?l?s],"反常的    not expected or usual :?irregular,?unusual"
1717,S47,Q7,expeditious,[??ksp??d???s],迅速的；敏捷的  acting or done?in?a?quick?and?efficient?way
1718,S47,Q7,pecuniary,[p??kju?nieri],金钱的  relating to or in the form of money
1719,S47,Q7,arbitrary,[?ɑrb?tr?ri],"任意的；武断的  not planned or chosen for a particular reason : not?based?on?reason?or
evidence"
1720,S47,Q7,sluggish,[?sl?ɡ??],"缓慢的;  迟钝的  moving slowly or lazily : indolent,?torpid"
1721,S47,Q7,capricious,[k??pr???s],"反复无常的;  易变的  changing often and quickly : impulsive,?unpredicatable"
1722,S47,Q7,dilatory,[?d?l?t??ri],拖拉的  characterized by procrastination?:?tardy
1723,S47,Q8,opaque,[o?pek],"1.  难理解的  difficult?to?understand?or?explain
2.  不透明的  not letting light through : not?transparent"
1724,S47,Q8,scrupulous(ness),['skru:pjul?snis],"1.  有道德原则的，正直的  Someone who is scrupulous takes great?care?to?do?what?is?fair, honest,?or?morally?right
2.  极仔细认真的  ,  一丝不苟的     very careful about doing something correctly"
1725,S47,Q8,mendacity,[men?d?s?ti],谎言；虚伪  lack?of?honesty : the condition of being mendacious
1726,S47,Q8,artless,['ɑrtl?s],"天真朴实的  Someone who is artless is simple?and?honest, and does not think of deceiving
other people."
1727,S47,Q8,artful,['ɑrtfl],"狡猾的  If you describe someone as artful, you mean that they are clever and skilful at
achieving what they want, especially by deceiving people."
1728,S47,Q8,polish,[?pɑl??],使完美;  改进  to improve something : to make something better than it was before
1729,S47,Q8,meticulousness,[m??t?kj?l?sn?s],小心谨慎  very?careful?about doing something in an extremely accurate and exact way
1730,S47,Q9,avert,[??v?t],"1.  避免，防止  to prevent something bad frm happening :  ??avoid
2.  转移（视线）to?turn?(your?eyes,?gaze,?etc.)?away?or?aside"
1731,S47,Q9,forestall,[f??r?st??l],"1.预先阻止  to stop?something?from?happening or to cause something to happen at a later time
2.在…之前行动，比…先采取行动  :?to?get?ahead?of?:?anticipate"
1732,S47,Q9,anticipate,[?n?t?s??pet],"1.  预期/料  to expect that sth will happen and be?ready?for?it
2.  期待(好事）to think about sth good that is gonna happen.
3.  先于…之前(做) to do sth before sb else :?forestall,?prevent"
1733,S47,Q9,wrest,[rest],"抢夺  to?gain?with?difficulty by or as if by force, violence, or determined labor"
1734,S47,Q9,negligible,[?n?ɡl?d??bl],微不足道的，可以忽略的  very?small?or?unimportant
1735,S47,Q9,restorative,[r??st??r?t?v],恢复健康的  having the ability to?make?a?person?feel?strong?or?healthy?again
1736,S48,Q1,notoriety,[?no?t??ra??ti],声名狼藉  the condition of being famous?or?well-known?especially?for?something?bad
1737,S48,Q1,sanguine,[?s??ɡw?n],自信乐观的  confident?and?hopeful
1738,S48,Q1,zealous,[?z?l?s],"热情的  feeling or showing strong?and?energetic?support for a person, cause, etc. : filled with
zeal"
1739,S48,Q1,candid,[?k?nd?d],直言不讳的;  坦率的  expressing?opinions?and?feelings in an honest?and?sincere way
1740,S48,Q1,apathetic,[??p??θ?t?k],没兴趣的  having little or interest or concern：??indifferent
1741,S48,Q2,spontaneity,[?spɑ?nt??ne??ti],自发行为;  自然举动  the quality or state of being spontaneous
1742,S48,Q2,derision,[d??r??n],嘲笑  the use of ridicule?or?scorn to show contempt
1743,S48,Q2,sacrosanct,[?s?kro?s??kt],神圣不可侵犯的  treated as if holy : inviolable
1744,S48,Q2,ephemeral,[??f?m?r?l],短暂的  lasting a very?short?time
1745,S48,Q2,malleable,[?m?li?bl],"1.  易受别人影响的  capable of being easily?changed?or?influenced
2.  延展性好的  capable of?being?stretched?or?bent?into?different?shapes"
1746,S48,Q2,egalitarian,[??g?l??t?r??n],"平等主义者；平等主义的  aiming for?equal?wealth, status, etc., for all people"
1747,S48,Q2,autonomous,[??tɑn?m?s],自治的  having the power or right to govern?itself
1748,S48,Q3,euphemism,[?ju?f?m?z?m],"委婉语  a?mild?or?pleasant?word?or?phrase that is used instead of one that is unpleasant or
offensive"
1749,S48,Q3,cliché,['kli:?ei],陈词滥调  a trite phrase or expression
1750,S48,Q3,metaphor,[?m?t?f?],"隐喻  a word or phrase for one thing that is used to refer to another thing in order to show or
suggest that they are similar"
1751,S48,Q3,elusive,[??lus?v],"1.  难以表述的  难懂的  hard to understand, define, or remember; slippery
2.  难以捕捉的  hard to find or capture"
1752,S48,Q3,trope,[tro?p],比喻  a word or expression used in a figurative?sense
1753,S48,Q4,exhaustive,[?g?z?st?v],详尽的，全面的  including all possibilities :     very?thorough?and?complete
1754,S48,Q4,glib,[ɡl?b],"口齿伶俐的，油嘴滑舌的  marked by ease?and?fluency?in?speaking?or?writing often to the point
of being insincere or deceiful"
1755,S48,Q4,selective,[s?'l?kt?v],careful?to?choose only the best people of thing
1756,S48,Q4,specificity,"[,sp?s?'f?s?ti]",特性，特质；the quality of being specific
1757,S48,Q4,vivacity,[v??v?s?ti],活力  the quality or state of being vivacious
1758,S48,Q4,veracity,[v??r?s?ti],诚实  truth?or?accuracy
1759,S48,Q5,magnitude,[?m?ɡn?tud],"1.    (尺寸、规模、重要性等)  大的程度  the?size,?extent,?or?importance of something
2.  重要级  the?importance,?quality,?or?caliber of something"
1760,S48,Q5,falsity,[?f??ls?ti],虚假;  不真实  the state of being false?or?untrue
1761,S48,Q5,decouple,[di'k?pl],(联系／关系）分离  to eliminate?the?interrelationship?of:?separate
1762,S48,Q5,arbitrary,[?ɑrb?tr?ri],"任意的；武断的  not planned or chosen for a particular reason : not?based?on?reason?or
evidence"
1763,S48,Q5,underestimate,[?nd???st?met],"低估  to estimate something as being less?than the actural size, quantity, or number"
1764,S48,Q5,inversion,[?n?v??r?n],"颠倒  a?reversal?of position, order, form, or relationship"
1765,S48,Q6,quell,[kw?l],"1.    镇压  to end?or?stop something usually by?using?force
2.  平息  to calm?or?reduce?something, such as fear or worry"
1766,S48,Q6,presage,[?pr?s?d?],"预示  to give an omen or warnign of : foreshadow,?foretell,?predict"
1767,S48,Q6,mitigate,[?m?t?ɡe?t],"缓和,减轻  to make something less evere, harmful, or painful : alleviate"
1768,S48,Q6,elucidate,[i?lu?s?de?t],说明，阐明  to make?something that is hard to understand clear?or?easy to understand
1769,S48,Q6,pertain,[p??ten],与…相关  to?relate?to someone or something
1770,S48,Q6,diminish,[d??m?n??],"使减少;  变少  to become or to cause something to become?less in size, importance,etc."
1771,S48,Q7,multifarious,[?m?lt??feri?s],多种多样的  having or occurring in great variety : diverse
1772,S48,Q7,onerous,[?ɑn?r?s],繁重的;  费力的  difficult?and unpleasant to?do or deal with
1773,S48,Q7,circumscribe,[?s??rk?mskra?b],限制  to limit the size or amount of something
1774,S48,Q7,taxing,[?t?ks??],"费力的；繁重的  onerous,?wearing"
1775,S48,Q8,concession,[k?n?s???n],让步  the act or an instance of conceding
1776,S48,Q8,accession  （to）,[?k?se?n],"1.  同意     the act of agreeing to a demand formal
2.  就职，登基  the act or process by which someone rises?to?a?powerful?and?important position
3.  增加  something added : acquisition"
1777,S48,Q8,subversion,[s?b?v???n],颠覆  the act of subverting
1778,S48,Q8,abnegation,[??bn??ɡe??n],拒绝  denial
1779,S48,Q8,repudiation,[r??pju?di?e??n],拒绝，驳斥  the act of repudiating
1780,S48,Q8,acquiescence(to),[??kwi?esns],"默许  ,(勉强)同意     Acquiescence is agreement?to?do what someone wants, or acceptance of
what they do even though you do not agree with it"
1781,S48,Q9,spew,[spju],喷出  to flow?out?of something in a fast and forceful way
1782,S48,Q9,quiescence,[kwi?esns],静止  marked by inactive : tranquilly at rest
1783,S48,Q9,turbulence,[?t?bj?l?ns],动荡，骚乱  a state of confusion，violence，or?disorder
1784,S48,Q10,castigate,[?k?st?ɡe?t],谴责  to criticize someone harshly
1785,S48,Q10,chastise,[t???sta?z],训斥;  责罚     to criticize someone harshly for doing something wrong
1786,S48,Q10,endorse,[?n?d?rs],"公开支持;  赞同  to publicly or officially say that you support?or?approve?of someone or
something"
1787,S49,Q1,synapse,[?sa?n?ps],"(神经元的)突触  A synapse is one of the points in the nervous?system at which a signal passes
from one nerve cell to another."
1788,S49,Q1,tenuous,[?tenju?s],"1.  脆弱的  not certain, definite, or strong : flimsy,?weak,?or?uncertain
2.  稀薄的，少量的  very?thin"
1789,S49,Q1,stimulate,[?st?mj??let],"鼓励;  刺激  to excite to activity or growth or to greater activity : animate,?arouse"
1790,S49,Q1,sever,[?s?v?],"1.  切断;  切掉  to cut?off?something : to remove or separate something by cutting
2.    断绝  (关系、联系) to?end?(a relationship, connection, etc.) completely"
1791,S49,Q2,ballyhoo,[?b?lihu?],"大肆宣扬;  大肆吹嘘  if you say that something is ballyhooed, you mean that there is a lot of excitement about it and people are claiming that it is very good. You use this word especially when you think the thing is not as exciting or good as people say."
1792,S49,Q2,quip,[kw?p],俏皮话;  妙语  A quip is a remark that is intended be amusing or clever：  droll
1793,S49,Q2,pensiveness,['pensivnis],"1.  沉思  musingly or dreamily thoughtful
2.  忧郁，悲哀  suggestive of sad thoughtfulness"
1794,S49,Q2,drollness,['dr?ulnis],幽默，诙谐  having an odd?and?amusing quality
1795,S49,Q2,stoicism,[?sto??s?z?m],坚忍克己;  坦然淡定  indifference to pleasure or pain : impassiveness
1796,S49,Q2,fastidiousness,[f??st?di?sn?s],"1.  一丝不苟的  very?careful about how you do something
2.  难以取悦的  hard?to?please"
1797,S49,Q2,congeniality,[k?nd?i?n???l?t?],"1.  意气相投  having the same nature, disposition, or tastes : kindred
2.  舒适的  pleasant and enjoyable
3.  友好  sociable,?genial"
1798,S49,Q3,competing,[k?m'pit??],"1. (想法、要求或利益)相互矛盾的;  相互抵触的  competing stories, ideas etc cannot all be right or accepted
2.  相互竞争的产品/品牌/公司等.competing products/brands/companies etc products etc that
are trying to be more successful than each other"
1799,S49,Q3,tout,[ta?t],"1.赞扬；吹捧 to praise something or someone in order to persuade?people?that?they?are important?or?worth?a?lot??
2.兜售，推销（商品或服务）to try to persuade?people?to?buy?your?goods?or?services"
1800,S49,Q3,tenuous,[?tenju?s],"1.  脆弱的  not certain, definite, or strong : flimsy,?weak,?or?uncertain
2.  稀薄的，少量的  very?thin"
1801,S49,Q4,reclusive,[r??kl?s?v],隐居的  marked by withdrawal from society : solitary
1802,S49,Q4,melancholy,[?m?l?nkɑli],忧郁  a sad mood or feeling
1803,S49,Q4,hamper,[?h?mp?],妨碍  to restrict the movement of by bonds or obstacles : impede
1804,S49,Q4,trigger,[?tr?ɡ?],引起  to cause?something?to?start?or?happen
1805,S49,Q5,straightforward,[?stret?f?rw?d],"1.  容易的;  易懂的  easy?to?do?or?understand : not complicated
2.  坦率的，直接的  free from evasiveness or obscurity : exact, candid"
1806,S49,Q5,routine,[r??tin],"1.  普通的，平淡的  of a commonplace or repetitious character :?ordinary
2.  常规的  done or happening as a normal?part of a job, situation, or process"
1807,S49,Q5,deceptive,[d??s?pt?v],欺骗的    tending or having power to deceive?:?misleading
1808,S49,Q6,intercept,[??nt?r?sept],"拦截  to stop,?seize,?or?interrupt in progress or course or before arrival"
1809,S49,Q6,suffocate,[?s?f?ke?t],"1.  窒息  to die because you are unable?to?breathe??
2.  受阻，受扼制  to impede?or?stop the development of"
1810,S49,Q6,monitor,[?m?n?t?],"监控，监督  to watch,?observe,?listen?to,?or?check?something for a special purpose over a
period of time"
1811,S49,Q7,conducive,[k?n?dus?v],有益的；有助于…的  tending to promote?or?assist
1812,S49,Q7,devastate,[?d?v?stet],严重破坏;  彻底摧毁  to destroy much or most of something
1813,S49,Q7,deleterious,[?del??t?ri?s],有害的  damaging?or?harmful
1814,S49,Q8,impartial,[?m?pɑr??l],公平公正的  treating all people and groups equally : not?partial?or?biased
1815,S49,Q8,expedite,[?eksp?da?t],加速  to casuse something to happen faster : speed?up
1816,S49,Q8,facilitate,[f??s?l??tet],促进  to make?easier
1817,S49,Q8,deter,[d??t?],阻止  to prevent somethinig from happening
1818,S49,Q8,exacerbate,[?ɡ?z?s?rbe?t],"恶化  to make a bad situation, a problem, etc. worse"
1819,S49,Q8,lament,[l??m?nt],"哀悼，悲叹  to express?sorrow,?regret,?or?unhappiness about something"
1820,S49,Q9,guild,[ɡ?ld],"行会；同业公会；协会  an organization of people who do the same job or have the same
interests"
1821,S49,Q9,bootless,['bu?tl?s],"无效果的,  徒劳的; of little or no use; vain; fruitless :?inefective , futile"
1822,S49,Q9,meticulous,[m??t?kj?l?s],小心谨慎的  very?careful?about doing something in an extremely accurate and exact way
1823,S49,Q9,detract,[d??tr?kt],"减损（价值、名誉等），毁损(-from) to disminish?the?important,?value,?or?effectiveness of sth."
1824,S49,Q9,indifferent,[?n?d?fr?nt],"1.  没兴趣的，冷淡的  marked by a lack of enthusiasm : apathetic
2.  公正的  marked by impartiality : unbiased"
1825,S49,Q9,ubiquitous,[ju??b?kw?t?s],无处不在的  seeming to be seen?everywhere
1826,S49,Q9,deprecatory,[?depr??ke?t?ri],"表示反对的，轻视的，贬低的  expressing disapproval；tending to diminish or disparage：
detracting，contemptuous"
1827,S49,Q10,assert,[??s?t],主张；声称  to state something in a strong and definite way
1828,S49,Q10,concede,[k?n?sid],"1. (常指不情愿地)  承认  to admit something usually in an unwilling way
2.  承认  (失败) to admit?that?you?have?been?defeated and stop trying to win"
1829,S49,Q10,ponder,[?pɑnd?],仔细思考  to?think?about?or?consider something carefully
1830,S50,Q1,baffle,[?b?fl],使…困惑  to confuse someone completely
1831,S50,Q1,synergy,[?s?n?rd?i],"协同作用  the increased effectiveness that results when two or more people or businesses
work?together"
1832,S50,Q1,naivety,[na??i?v?ti],天真烂漫     naivete
1833,S50,Q1,premise,[?prem?s],"前提  a statement or idea that is accepted as being true and that is used as the?basis?of?an
argument"
1834,S50,Q1,credibility,[?kr?d??b?l?ti],"可信性  the quality of being believed?or?accepted?as?true,?real,?or?honest"
1835,S50,Q2,impotency,[??mp?t?ns?],无力；衰弱  impotence
1836,S50,Q2,paralyze,[?p?r??la?z],"使不起作用  to make someone or something unable?to?function,?act,?or?move"
1837,S50,Q2,demoralize,[d??m??r?la?z],"使泄气  to cause someone to lose?hope,?courage,?or?confidence"
1838,S50,Q2,assuage,[??swed?],"1.  缓解;  减轻  to make less painful, severe : ease
2.  使满足  to put an end to by satisfying : appease,?quench"
1839,S50,Q2,galvanize,[?ɡ?lv?na?z],"刺激  to cause?people?to?become?so?excited?or?concerned?about an issue, idea, etc., that they
want to do something about it"
1840,S50,Q2,exasperate,[?ɡ?z?sp?re?t],激怒  to make someone very angry?or?annoyed
1841,S50,Q3,uncanny,[?n?k?ni],"1.  神秘的，离奇的??strange?or?unusual?in a way that is surprising or difficult to understand
2.  超自然的  seeming to have a supernatural character or origin : eerie,?mysterious"
1842,S50,Q3,supersede,[?sup??sid],代替  to replace someone or something
1843,S50,Q3,irrelevant,[??r?l?v?nt],不重要的  not?important?or relating to what is being discussed right now
1844,S50,Q3,emergent,[i?m??rd??nt],"1.  新兴的  newly?formed or prominent
2.  紧急的  calling for prompt action : urgent"
1845,S50,Q3,discredited,[d?sk?red?t?d],"1.  使…不可信  to refuse to accept as true or accurate : disbelieve
2.  使…丢脸  to deprive of good repute : disgrace"
1846,S50,Q4,implication,[??mpl??ke??n],"1.  可能的影响  a?possible?future?effect?or?result of an action, decision, etc.
2〔与罪行或欺诈行为的〕牵涉，牵连（the implicaion of sb in sth).a situation in which it is shown or suggested that someone or something is involved in a crime or a dishonest act .
3.  含意，暗示  a suggestion that is not made directly but that people are expected to understand or accept"
1847,S50,Q4,tantamount,[?t?nt??ma?nt],"等同于某事或者某坏事     equivalent in value, significance, or effect"
1848,S50,Q4,germane,[d???men],有密切关系的  relating?to?a subject in an appropriate way
1849,S50,Q5,straightforward,[?stret?f?rw?d],"1.  易懂的  easy to do or understand : not?complicated??
2.  坦率的  free from evasiveness or obscurity : exact, candid"
1850,S50,Q5,self–aggrandizing,"[s?lf][??ɡr?n?da?z, ??ɡ r?n-]",exhibiting self-importance  ：  boastful  （霍叔叔提示：此题  如果想当然把这个词当成自我增加扩大，强化很容易做就错了，好好查查 aggrandize 的英文解释吧！）
1851,S50,Q5,chaotic,[ke?ɑt?k],混乱的  a state of complete disorder?and?confusion
1852,S50,Q6,fault,[f?lt],批评，指责  to criticize sb or sth for a mistake
1853,S50,Q6,at a premium,[?t; ?t] [e] [?prim??m],非常珍贵;短缺
1854,S50,Q6,aversion,[??v??n],厌恶  a strong feeling of not?liking?something
1855,S50,Q7,fatigue,[f??tig],疲劳  the state of being very?tired
1856,S50,Q7,undisciplined,[??n?d?s?pl?nd],"不守纪律的  If you describe someone as undisciplined, you mean that they behave?badly?or
in?a?disorganized?way."
1857,S50,Q8,naturalism,[?n?t?r?l?z?m],"自然主义;  写实主义  a style of art or literature that shows people and things as they?actually
are"
1858,S50,Q8,impartiality,[??m?pɑ??i??l?ti],公平公正  treating all people and groups equally : not?partial?or?biased
1859,S50,Q8,sincerity,[s?n?s??r?ti],真诚  ??honesty of mind : freedom from hypocrisy
1860,S50,Q9,hamstring,[?h?mstr??],削弱/破坏…的效能(或作用) to damage or ruin the force or effectiveness of sth or sb
1861,S50,Q9,revitalize,[?ri??va?t?la?z],"使…复兴；使…恢复生气  to make someone or something active,?healthy,?or?energectic again"
1862,S50,Q9,impair,[?m?p?r],损害；削弱  to make something weaker?or?worse
1863,S50,Q9,invigorate,[?n?v?ɡ?ret],"1.  刺激;  激励  stimulate
2.    鼓舞；使精力充沛  to give life and energe to someone : animate"
1864,S50,Q10,audacious,[??de??s],"very bold?and?surprising or shocking ;someone who is audacious?takes?risks?in?order?to achieve something.  老霍提示  这个单词对应的真题考的就是  audacious  其中的英文释义中的
key words  （见划线部分）"
1865,S50,Q10,evasive,[??ves?v],"1.  避而(不谈的),回避的,故意含糊其词的    :?deliberately?vague?or?ambiguous
2.  躲避的  done to?avoid?harm, an accident,etc."
1866,S50,Q10,furtive,[?f??rt?v],鬼鬼祟祟的，秘密的  done by stealth : surreptitious
1867,S50,Q10,elusive,[??lus?v],"1.  难以表述的  难懂的  hard to understand, define, or remember; slippery
2.  难以捕捉的  hard to find or capture"
1868,S50,Q10,intrepid,[?n?trep?d],勇敢的  feeling no fear : very?bold?or?brave
1869,S51,Q1,imprudent,[?m?pru?dnt],轻率的，鲁莽的  not?wise?or?sensible : not prudent
1870,S51,Q1,unimpeachable,[??n?m?pit??bl],无可指责的；无可怀疑的  very reliable and trusted : not?able?to?be?doubted?or?questioned
1871,S51,Q2,flabbergasted,[?fl?b??gɑ?st],目瞪口呆的  extremely?surprised
1872,S51,Q2,sycophantic,[?s?k??f?nt?k],"阿谀奉承的  of, relating to, or characteristic of a sycophant : fawning,?obsequious"
1873,S51,Q2,prosaic,[pr??ze??k],单调乏味的  dull?or?ordinary
1874,S51,Q2,dissident,[?d?s?d?nt],"意见不同的  disagreeing?especially with an established religious or political system,
organization, or belief"
1875,S51,Q3,infelicity,[??nf??l?s?t?],不幸  the state or quality of being unhappy?or?unfortunate
1876,S51,Q3,perplexing,[p??pleks??],令人困惑的  to confuse someone very much
1877,S51,Q4,disparate,[?d?sp?r?t],"迥然不同的  containing or made up of fundamentally?different and often incongruous
elements"
1878,S51,Q5,unprecedented,[?n?pr?s?d?nt?d],前所未有的  not?done?or?experienced?before
1879,S51,Q5,modify,['mɑd?fa?],"1.〔略微地〕修改，更改，改进，改造  to make small?changes to something in order to improve it and make it more suitable or effective  ：  recast
2.  修饰  限制     to limit?or?restrict?the?meaning of especially in a grammatical construction: qualify
3.  减轻；缓和  to make less extreme : moderate"
1880,S51,Q5,incorporated,[?n?k?rp??ret?d],合并的  united?in?one?body
